model,accuracy,balanced_accuracy,macro_f1,train_seconds,predict_seconds,feature_count,test_samples,log_loss,brier_macro,ece
rf_all,0.8628479813438275,0.6027556421413115,0.5599417598890877,3.930508599994937,0.4343483000120614,43,82332,0.4097041138763319,0.017109311519898456,0.0533058810825604
rf_chi2,0.856993635524462,0.5952854627080549,0.5353523951024856,3.317414799996186,0.4387324000126682,20,82332,0.4533854997331138,0.018598346457973165,0.043193046699540896
extra_trees_chi2,0.8443011222853811,0.589904617285819,0.50777283920929,2.2906095999933314,0.5233776000095531,20,82332,0.5119987693363058,0.022156802925762307,0.04389257330151662
xgboost_chi2,0.8812369431083904,0.5559788337758487,0.5433122870491613,7.024045900005149,0.3391182000050321,20,82332,0.3055670354478966,0.014752152321514667,0.02372568340392477
