,DoS,Normal,Probe,R2L,U2R
DoS,0.7621346205417002,0.22740681147760794,0.010458567980691875,0.0,0.0
Normal,0.0056636803624755434,0.9732262382864793,0.02028627329832149,0.00030892801977139327,0.0005148800329523221
Probe,0.06774060305658819,0.34076827757125155,0.5914911193721603,0.0,0.0
R2L,0.0,0.8758169934640523,0.002178649237472767,0.11909949164851126,0.002904865649963689
U2R,0.0,0.93,0.015,0.02,0.035
