,Analysis,Backdoor,DoS,Exploits,Fuzzers,Generic,Normal,Reconnaissance,Shellcode,Worms
Analysis,13,499,40,43,49,14,15,1,3,0
Backdoor,12,435,32,11,62,20,0,2,9,0
DoS,199,2204,635,628,205,32,6,40,138,2
Exploits,209,2426,360,7180,362,40,55,311,181,8
Fuzzers,29,986,85,291,3967,28,319,10,347,0
Generic,6,24,80,420,69,18053,2,2,208,7
Normal,759,27,79,686,10109,0,25116,19,202,3
Reconnaissance,25,244,36,187,61,0,1,2859,82,1
Shellcode,0,2,0,28,37,0,2,4,305,0
Worms,0,0,1,20,0,0,0,0,0,23
