,precision,recall,f1-score,support
Analysis,0.010383386581469648,0.019202363367799114,0.01347848626231208,677.0
Backdoor,0.06353147363808967,0.7461406518010292,0.11709286675639301,583.0
DoS,0.4710682492581602,0.1552946930789924,0.23358469744344307,4089.0
Exploits,0.7562671160733094,0.6449874236435501,0.6962086686706099,11132.0
Fuzzers,0.2658668990014074,0.6544044869679974,0.3781156174045656,6062.0
Generic,0.9926320998515423,0.9566530655503153,0.9743105402342275,18871.0
Normal,0.9843235616867848,0.6788108108108108,0.803506302386589,37000.0
Reconnaissance,0.8802339901477833,0.8177917620137299,0.847864768683274,3496.0
Shellcode,0.20677966101694914,0.8068783068783069,0.3291958985429034,378.0
Worms,0.5227272727272727,0.5227272727272727,0.5227272727272727,44.0
accuracy,0.7115823738036243,0.7115823738036243,0.7115823738036243,0.7115823738036243
macro avg,0.5153813709982769,0.6002890836839804,0.49160851191115906,82332.0
weighted avg,0.8542378422857267,0.7115823738036243,0.756721181930991,82332.0
