model,macro_f1_mean,macro_f1_std,accuracy_mean,accuracy_std,log_loss_mean,brier_macro_mean,ece_mean,train_seconds_mean,predict_seconds_mean
mlp,0.7976544293719458,0.004448206205734515,0.9767927205943735,0.001483375544195437,0.0625637557068732,0.03670115335022567,0.009704509211424885,21.881023633333523,0.007876933333439714
