accuracy,balanced_accuracy,macro_precision,macro_recall,macro_f1,log_loss,brier,ece,mce,aurc,risk_at_90,risk_at_95,model,seed,train_seconds,predict_seconds,test_samples,rejected_count,coverage
0.9603960396039604,0.9603960396039604,0.9616382766131386,0.9603960396039604,0.9605030012596144,0.13602857358499437,0.014107901209797966,0.02671525168975888,0.2130581305038156,0.004823621308543251,0.015384615384615385,0.027083333333333334,rccf,42,8.948790599999484,0.12167570000019623,505,44,0.9128712871287129
