,Bot,Brute Force,DoS/DDoS,Normal,Web Attack
Bot,0.9965753424657534,0.0,0.0,0.003424657534246575,0.0
Brute Force,0.0,0.9171374764595104,0.0,0.0006277463904582549,0.08223477715003139
DoS/DDoS,0.0,0.0,0.9986666666666667,0.0013333333333333333,0.0
Normal,0.006333333333333333,0.0,0.0013333333333333333,0.9923333333333333,0.0
Web Attack,0.0,0.12871287128712872,0.0,0.019801980198019802,0.8514851485148515
