,Bot,Brute Force,DoS/DDoS,Normal,Web Attack
Bot,272,0,0,20,0
Brute Force,0,1505,0,0,88
DoS/DDoS,0,0,48222,16,2
Normal,1396,1,122,312665,16
Web Attack,0,24,0,3,74
