,Bot,Brute Force,DoS/DDoS,Normal,Web Attack
Bot,272,0,0,20,0
Brute Force,0,1499,0,2,92
DoS/DDoS,0,0,48221,17,2
Normal,1364,1,121,312699,15
Web Attack,0,21,0,3,77
