,precision,recall,f1-score,support
Bot,0.1607565011820331,0.9315068493150684,0.27419354838709675,292.0
Brute Force,0.9855926653569089,0.9447583176396736,0.9647435897435898,1593.0
DoS/DDoS,0.997579694255394,0.9996683250414594,0.9986229175510711,48240.0
Normal,0.9998752742367742,0.9950572883513685,0.9974604633059281,314200.0
Web Attack,0.4222222222222222,0.7524752475247525,0.5409252669039146,101.0
accuracy,0.9953296416830851,0.9953296416830851,0.9953296416830851,0.9953296416830851
macro avg,0.7132052714506665,0.9246932055744645,0.75518915717832,364426.0
weighted avg,0.9986765216389003,0.9953296416830851,0.9967652736630596,364426.0
