,Bot,Brute Force,DoS/DDoS,Normal,Web Attack
Bot,272,0,0,20,0
Brute Force,0,1506,0,1,86
DoS/DDoS,0,0,48223,15,2
Normal,1467,1,122,312594,16
Web Attack,0,24,0,4,73
