,Bot,Brute Force,DoS/DDoS,Normal,Web Attack
Bot,271,0,0,21,0
Brute Force,0,1501,0,1,91
DoS/DDoS,0,0,48223,15,2
Normal,1389,1,119,312676,15
Web Attack,0,20,0,5,76
