model,accuracy_mean,balanced_accuracy_mean,macro_precision_mean,macro_recall_mean,macro_f1_mean,log_loss_mean,brier_mean,ece_mean,mce_mean,aurc_mean,risk_at_90_mean,risk_at_95_mean,train_seconds_mean,predict_seconds_mean,test_samples_mean,rejected_count_mean,coverage_mean,accuracy_std,balanced_accuracy_std,macro_precision_std,macro_recall_std,macro_f1_std,log_loss_std,brier_std,ece_std,mce_std,aurc_std,risk_at_90_std,risk_at_95_std,train_seconds_std,predict_seconds_std,test_samples_std,rejected_count_std,coverage_std
rccf,0.9953337577450565,0.9233197188626134,0.7120818440299174,0.9233197188626134,0.754007215816262,0.00984972377665511,0.00123333457066201,0.0021823911892903097,0.39076684354060115,2.7418518771611763e-05,1.1281038099419484e-05,1.9641541861036093e-05,14935.876705629998,7.247098890000416,364426.0,35208.9,0.9033853237694347,9.999971615744455e-05,0.0022678365233071425,0.0013560074909336037,0.0022678365233071425,0.0018988863243013883,0.0003641660529155425,5.0818474842905115e-05,0.00023320786325293626,0.13463424401192692,1.4746677029821622e-06,2.057870376940805e-06,2.9831907655540632e-06,4247.58453377576,6.071204413936082,0.0,165.75514069453976,0.00045483895412107945
