,Bot,Brute Force,DoS/DDoS,Normal,Web Attack
Bot,272,0,0,20,0
Brute Force,0,1505,0,1,87
DoS/DDoS,0,0,48224,14,2
Normal,1420,1,117,312647,15
Web Attack,0,21,0,4,76
