accuracy,balanced_accuracy,macro_precision,macro_recall,macro_f1,log_loss,brier,ece,mce,aurc,risk_at_90,risk_at_95,model,seed,train_seconds,predict_seconds,test_samples,rejected_count,coverage
0.9952747608567994,0.9249830127772765,0.7113261006205196,0.9249830127772765,0.7534768926047566,0.009718450700752869,0.001231751581577448,0.002320909766953318,0.3821952856236277,2.7091653198278675e-05,1.219571686423728e-05,2.0219234268713624e-05,rccf,303,15210.9201316,5.315784499995061,364426,35020,0.9039036731737033
