,Bot,Brute Force,DoS/DDoS,Normal,Web Attack
Bot,273,0,0,19,0
Brute Force,0,1504,0,1,88
DoS/DDoS,0,0,48221,17,2
Normal,1349,1,123,312712,15
Web Attack,0,22,0,3,76
