,Bot,Brute Force,DoS/DDoS,Normal,Web Attack
Bot,272,0,0,20,0
Brute Force,0,1505,0,1,87
DoS/DDoS,0,0,48222,16,2
Normal,1431,1,124,312628,16
Web Attack,0,22,0,3,76
