,Bot,Brute Force,DoS/DDoS,Normal,Web Attack
Bot,1.0,0.0,0.0,0.0,0.0
Brute Force,0.0,0.8712871287128713,0.0,0.039603960396039604,0.0891089108910891
DoS/DDoS,0.0,0.0,0.9801980198019802,0.019801980198019802,0.0
Normal,0.039603960396039604,0.0,0.019801980198019802,0.9207920792079208,0.019801980198019802
Web Attack,0.0,0.0,0.0,0.0297029702970297,0.9702970297029703
