,precision,recall,f1-score,support
Bot,0.5983606557377049,1.0,0.7487179487179487,292.0
Brute Force,0.9820193637621023,0.8913998744507219,0.9345179335307667,1593.0
DoS/DDoS,0.9912187333688132,0.9934326766009934,0.9923244701220426,29997.0
Normal,0.9960109529765728,0.9821327377579253,0.9890231621349446,29999.0
Web Attack,0.24069478908188585,0.9603960396039604,0.38492063492063494,101.0
accuracy,0.9853183182214191,0.9853183182214191,0.9853183182214191,0.9853183182214191
macro avg,0.7616608989854159,0.9654722656827202,0.8099008298852676,61982.0
weighted avg,0.9902279573885032,0.9853183182214191,0.9871035569101392,61982.0
