,Bot,Brute Force,DoS/DDoS,Normal,Web Attack
Bot,288,0,0,4,0
Brute Force,0,1582,0,5,6
DoS/DDoS,0,0,29990,7,0
Normal,18,0,17,29964,0
Web Attack,0,82,3,5,11
