,Bot,Brute Force,DoS/DDoS,Normal,Web Attack
Bot,292,0,0,0,0
Brute Force,0,1411,0,4,178
DoS/DDoS,0,0,29985,10,2
Normal,408,5,30,29464,92
Web Attack,0,1,2,2,96
