,Bot,Brute Force,DoS/DDoS,Normal,Web Attack
Bot,287,0,0,5,0
Brute Force,0,1578,0,3,12
DoS/DDoS,0,0,29990,7,0
Normal,17,0,18,29964,0
Web Attack,0,78,3,5,15
