,Bot,Brute Force,DoS/DDoS,Normal,Web Attack
Bot,291,0,0,1,0
Brute Force,0,1480,0,3,110
DoS/DDoS,0,0,29986,11,0
Normal,133,0,18,29844,4
Web Attack,0,20,3,4,74
