,Bot,Brute Force,DoS/DDoS,Normal,Web Attack
Bot,288,0,0,4,0
Brute Force,0,1581,0,4,8
DoS/DDoS,0,0,29990,7,0
Normal,17,0,17,29965,0
Web Attack,0,82,4,4,11
