,Bot,Brute Force,DoS/DDoS,Normal,Web Attack
Bot,292,0,0,0,0
Brute Force,0,1478,0,3,112
DoS/DDoS,0,0,29987,10,0
Normal,129,1,19,29848,2
Web Attack,0,19,3,3,76
