,Bot,Brute Force,DoS/DDoS,Normal,Web Attack
Bot,287,0,0,5,0
Brute Force,0,1576,0,4,13
DoS/DDoS,0,0,29989,8,0
Normal,17,0,17,29965,0
Web Attack,0,78,3,4,16
