,Bot,Brute Force,DoS/DDoS,Normal,Web Attack
Bot,291,0,0,1,0
Brute Force,0,1481,0,3,109
DoS/DDoS,0,0,29985,12,0
Normal,130,0,17,29848,4
Web Attack,0,19,3,4,75
