,Bot,Brute Force,DoS/DDoS,Normal,Web Attack
Bot,292,0,0,0,0
Brute Force,0,1410,0,5,178
DoS/DDoS,0,0,29985,8,4
Normal,467,5,33,29401,93
Web Attack,0,1,3,1,96
