,Bot,Brute Force,DoS/DDoS,Normal,Web Attack
Bot,289,0,0,3,0
Brute Force,0,1573,0,4,16
DoS/DDoS,0,0,29990,7,0
Normal,17,0,15,29967,0
Web Attack,0,77,3,5,16
