,Bot,Brute Force,DoS/DDoS,Normal,Web Attack
Bot,291,0,0,1,0
Brute Force,0,1475,0,4,114
DoS/DDoS,0,0,29980,15,2
Normal,147,1,13,29834,4
Web Attack,0,16,3,4,78
