,Bot,Brute Force,DoS/DDoS,Normal,Web Attack
Bot,291,0,0,1,0
Brute Force,0,1481,0,3,109
DoS/DDoS,0,0,29983,13,1
Normal,143,1,15,29836,4
Web Attack,0,17,3,1,80
