,Bot,Brute Force,DoS/DDoS,Normal,Web Attack
Bot,292,0,0,0,0
Brute Force,0,1485,0,3,105
DoS/DDoS,0,0,29985,12,0
Normal,141,0,20,29835,3
Web Attack,0,22,3,4,72
