,Bot,Brute Force,DoS/DDoS,Normal,Web Attack
Bot,291,0,0,1,0
Brute Force,0,1474,0,3,116
DoS/DDoS,0,0,29977,14,6
Normal,168,0,17,29809,5
Web Attack,0,18,3,4,76
