,Bot,Brute Force,DoS/DDoS,Normal,Web Attack
Bot,292,0,0,0,0
Brute Force,0,1410,0,5,178
DoS/DDoS,0,0,29981,11,5
Normal,402,4,24,29473,96
Web Attack,0,1,3,1,96
