,Bot,Brute Force,DoS/DDoS,Normal,Web Attack
Bot,292,0,0,0,0
Brute Force,0,1411,0,4,178
DoS/DDoS,0,0,29981,14,2
Normal,380,5,29,29496,89
Web Attack,0,1,3,1,96
