,Bot,Brute Force,DoS/DDoS,Normal,Web Attack
Bot,291,0,0,1,0
Brute Force,0,1484,0,3,106
DoS/DDoS,0,0,29987,10,0
Normal,136,1,17,29842,3
Web Attack,0,22,3,4,72
