,Bot,Brute Force,DoS/DDoS,Normal,Web Attack
Bot,287,0,0,5,0
Brute Force,0,1578,0,5,10
DoS/DDoS,0,0,29991,6,0
Normal,17,0,18,29964,0
Web Attack,0,80,4,4,13
