,Bot,Brute Force,DoS/DDoS,Normal,Web Attack
Bot,291,0,0,1,0
Brute Force,0,1479,0,3,111
DoS/DDoS,0,0,29987,10,0
Normal,130,1,18,29848,2
Web Attack,0,19,3,3,76
