,Bot,Brute Force,DoS/DDoS,Normal,Web Attack
Bot,291,0,0,1,0
Brute Force,0,1483,0,3,107
DoS/DDoS,0,0,29985,12,0
Normal,137,1,17,29841,3
Web Attack,0,21,3,3,74
