,Bot,Brute Force,DoS/DDoS,Normal,Web Attack
Bot,287,0,0,5,0
Brute Force,0,1578,0,4,11
DoS/DDoS,0,0,29992,5,0
Normal,18,0,17,29964,0
Web Attack,0,81,3,4,13
