,Bot,Brute Force,DoS/DDoS,Normal,Web Attack
Bot,291,0,0,1,0
Brute Force,0,1480,0,3,110
DoS/DDoS,0,0,29976,18,3
Normal,155,0,12,29828,4
Web Attack,0,19,3,4,75
