,Bot,Brute Force,DoS/DDoS,Normal,Web Attack
Bot,292,0,0,0,0
Brute Force,0,1412,0,4,177
DoS/DDoS,0,0,29987,8,2
Normal,373,5,23,29502,96
Web Attack,0,1,2,2,96
