,Bot,Brute Force,DoS/DDoS,Normal,Web Attack
Bot,292,0,0,0,0
Brute Force,0,1482,0,3,108
DoS/DDoS,0,0,29987,10,0
Normal,131,0,17,29847,4
Web Attack,0,18,3,4,76
