,Bot,Brute Force,DoS/DDoS,Normal,Web Attack
Bot,289,0,0,3,0
Brute Force,0,1582,0,4,7
DoS/DDoS,0,0,29990,7,0
Normal,17,0,16,29966,0
Web Attack,0,81,3,4,13
