,Bot,Brute Force,DoS/DDoS,Normal,Web Attack
Bot,291,0,0,1,0
Brute Force,0,1473,0,3,117
DoS/DDoS,0,0,29982,11,4
Normal,153,0,16,29825,5
Web Attack,0,15,3,2,81
