,Bot,Brute Force,DoS/DDoS,Normal,Web Attack
Bot,292,0,0,0,0
Brute Force,0,1412,0,4,177
DoS/DDoS,0,0,29979,14,4
Normal,418,5,26,29457,93
Web Attack,0,1,3,1,96
