,Bot,Brute Force,DoS/DDoS,Normal,Web Attack
Bot,292,0,0,0,0
Brute Force,0,1412,0,4,177
DoS/DDoS,0,0,29984,9,4
Normal,383,5,25,29500,86
Web Attack,0,1,3,1,96
