,Bot,Brute Force,DoS/DDoS,Normal,Web Attack
Bot,292,0,0,0,0
Brute Force,0,1481,0,3,109
DoS/DDoS,0,0,29988,9,0
Normal,130,1,17,29848,3
Web Attack,0,18,3,3,77
