model,accuracy_mean,accuracy_std,macro_precision_mean,macro_precision_std,macro_recall_mean,macro_recall_std,macro_f1_mean,macro_f1_std,train_seconds_mean,train_seconds_std,predict_seconds_mean,predict_seconds_std
decision_tree_all,0.9405940594059405,0.0,0.9416551365035404,0.00020111858487305886,0.9405940594059405,0.0,0.9408191616086038,6.867453403979254e-05,0.027938766666920856,0.00022062188611640153,0.0005135333437162141,0.00012042740367083532
decision_tree_chi2,0.9438943894389439,0.0022865357195628842,0.944638717114182,0.001994042120249869,0.9438943894389439,0.0022865357195628842,0.9440499138305669,0.002209458195078245,0.02702566666024116,0.0009086618782664409,0.0004559666655647258,0.00014058890651687548
extra_trees_chi2,0.9504950495049505,0.001980198019801982,0.9508012691514448,0.0021128549524615497,0.9504950495049505,0.001980198019801982,0.9504703115791221,0.001974029385583434,0.2413220333304101,0.011009650919054367,0.03855766666432222,0.00038009253701264047
random_forest_all,0.9537953795379538,0.0022865357195628842,0.9542350534524009,0.0022262343343866656,0.9537953795379538,0.0022865357195628842,0.9537108704573146,0.0023030206950939366,0.4282417333355018,0.00627430893996352,0.03920653334353119,0.0012058348873617002
random_forest_chi2,0.9531353135313531,0.0011432678597814302,0.9536298430921994,0.0014068598158948592,0.9531353135313531,0.0011432678597814302,0.9530865846567074,0.0011927237679185848,0.45311609999043867,0.02641670643866221,0.038521433336427435,0.0014943287176869544
svm_all,0.9326732673267327,0.0,0.933612441556367,0.0,0.9326732673267326,0.0,0.9323791432145091,0.0,0.041179966676281765,0.004987812417166829,0.015021033332838366,0.00022284628394467538
svm_chi2,0.9326732673267327,0.0,0.933612441556367,0.0,0.9326732673267326,0.0,0.9323791432145091,0.0,0.03391553332524685,0.0004364832636413131,0.018691433341397595,0.00853187287546823
weighted_rf_chi2,0.9531353135313531,0.0011432678597814302,0.9536298430921994,0.0014068598158948592,0.9531353135313531,0.0011432678597814302,0.9530865846567074,0.0011927237679185848,0.7152359666555034,0.0066774379774730405,0.027747233330349747,0.0012598913044856127
