,precision,recall,f1-score,support
Bot,0.9439252336448598,1.0,0.9711538461538461,101.0
Brute Force,0.9191919191919192,0.900990099009901,0.91,101.0
DoS/DDoS,0.9230769230769231,0.9504950495049505,0.9365853658536586,101.0
Normal,0.978021978021978,0.8811881188118812,0.9270833333333334,101.0
Web Attack,0.9038461538461539,0.9306930693069307,0.9170731707317074,101.0
accuracy,0.9326732673267327,0.9326732673267327,0.9326732673267327,0.9326732673267327
macro avg,0.9336124415563669,0.9326732673267326,0.9323791432145091,505.0
weighted avg,0.9336124415563668,0.9326732673267327,0.9323791432145091,505.0
