seed,model,rep,condition,macro_f1,absolute_drop,relative_drop
42,rccf,0,gaussian_noise_1pct,0.5023520854245433,0.38693153458555873,0.4351047583460081
42,rccf,0,feature_mask_5pct,0.8814616034653632,0.007822016544738908,0.008795862612031526
42,rccf,1,gaussian_noise_1pct,0.49860853530875504,0.39067508470134704,0.43931438284774554
42,rccf,1,feature_mask_5pct,0.8789208226301366,0.010362797379965483,0.011652972287792463
42,rccf,2,gaussian_noise_1pct,0.5049154335544833,0.38436818645561877,0.43222227173289485
42,rccf,2,feature_mask_5pct,0.8751054564858309,0.014178163524271148,0.015943353959572637
42,rccf,3,gaussian_noise_1pct,0.49945763109131036,0.3898259889187917,0.43835957409669074
42,rccf,3,feature_mask_5pct,0.8808692783105763,0.008414341699525818,0.00946193262778216
42,rccf,4,gaussian_noise_1pct,0.49863201123414547,0.3906516087759566,0.43928798415461523
42,rccf,4,feature_mask_5pct,0.8772390320811679,0.012044587928934147,0.013544146836750825
42,rccf,5,gaussian_noise_1pct,0.502069802161669,0.3872138178484331,0.4354221860558215
42,rccf,5,feature_mask_5pct,0.8699881463306088,0.019295473679493247,0.02169777250510254
42,rccf,6,gaussian_noise_1pct,0.5095775548947833,0.3797060651153188,0.42697971330114615
42,rccf,6,feature_mask_5pct,0.8760704711102318,0.013213148899870242,0.014858194396653953
42,rccf,7,gaussian_noise_1pct,0.49702526588235585,0.39225835412774623,0.44109477033130357
42,rccf,7,feature_mask_5pct,0.8793425797963106,0.009941040213791497,0.01117870608443071
42,rccf,8,gaussian_noise_1pct,0.49532163843941807,0.393961981570684,0.4430105004815097
42,rccf,8,feature_mask_5pct,0.880822355474782,0.008461264535320034,0.009514697386671662
42,rccf,9,gaussian_noise_1pct,0.5031716576223322,0.3861119623877699,0.43418314888492354
42,rccf,9,feature_mask_5pct,0.8758969861571568,0.013386633852945251,0.015053278337447823
42,equal_rf_chi2,0,gaussian_noise_1pct,0.5044272248285788,0.3863462737520269,0.4337199909602683
42,equal_rf_chi2,0,feature_mask_5pct,0.879852297047832,0.010921201532773761,0.012260357487258032
42,equal_rf_chi2,1,gaussian_noise_1pct,0.497969352014374,0.39280414656623175,0.44096972708790916
42,equal_rf_chi2,1,feature_mask_5pct,0.8766278108584625,0.014145687722143196,0.015880229648371335
42,equal_rf_chi2,2,gaussian_noise_1pct,0.5201472261110307,0.370626272469575,0.4160724056790484
42,equal_rf_chi2,2,feature_mask_5pct,0.8797781303769682,0.010995368203637557,0.012343618463232255
42,equal_rf_chi2,3,gaussian_noise_1pct,0.4953784737763277,0.395395024804278,0.44387829839383003
42,equal_rf_chi2,3,feature_mask_5pct,0.8803871200930595,0.0103863784875462,0.011659954527269022
42,equal_rf_chi2,4,gaussian_noise_1pct,0.4954696743541077,0.395303824226498,0.44377591481604584
42,equal_rf_chi2,4,feature_mask_5pct,0.8830247493779659,0.007748749202639793,0.008698899568730952
42,equal_rf_chi2,5,gaussian_noise_1pct,0.5034198957097603,0.3873536028708454,0.43485083861168994
42,equal_rf_chi2,5,feature_mask_5pct,0.8731664684813019,0.017607030099303866,0.019766001264473646
42,equal_rf_chi2,6,gaussian_noise_1pct,0.5164711403528057,0.3743023582278,0.42019925247465084
42,equal_rf_chi2,6,feature_mask_5pct,0.8752777395278806,0.015495759052725155,0.017395846505780337
42,equal_rf_chi2,7,gaussian_noise_1pct,0.4978081237378751,0.39296537484273064,0.4411507251494319
42,equal_rf_chi2,7,feature_mask_5pct,0.8800293474800629,0.010744151100542831,0.012061597159842534
42,equal_rf_chi2,8,gaussian_noise_1pct,0.499896086373786,0.3908774122068197,0.4388067368749289
42,equal_rf_chi2,8,feature_mask_5pct,0.882913709120784,0.007859789459821687,0.008823555564176293
42,equal_rf_chi2,9,gaussian_noise_1pct,0.5077384212065374,0.3830350773740683,0.4300027762213534
42,equal_rf_chi2,9,feature_mask_5pct,0.8743009858556803,0.016472512724925448,0.01849236955429569
42,extra_trees_chi2,0,gaussian_noise_1pct,0.7285236094975052,0.12951870696392986,0.15094675924383866
42,extra_trees_chi2,0,feature_mask_5pct,0.8437090654187951,0.014333251042639938,0.0167045969268162
42,extra_trees_chi2,1,gaussian_noise_1pct,0.7464057708440752,0.1116365456173598,0.1301061072112955
42,extra_trees_chi2,1,feature_mask_5pct,0.8391948238041869,0.018847492657248166,0.021965691313425184
42,extra_trees_chi2,2,gaussian_noise_1pct,0.7360836805733644,0.12195863588807065,0.14213592214312676
42,extra_trees_chi2,2,feature_mask_5pct,0.8453583333271595,0.012683983134275545,0.014782468056568899
42,extra_trees_chi2,3,gaussian_noise_1pct,0.7376850925091594,0.12035722395227566,0.14026956671394558
42,extra_trees_chi2,3,feature_mask_5pct,0.8416723762329429,0.01636994022849214,0.019078243478715298
42,extra_trees_chi2,4,gaussian_noise_1pct,0.7557935693229445,0.10224874713849053,0.1191651567491032
42,extra_trees_chi2,4,feature_mask_5pct,0.8473713333055123,0.010670983155922742,0.01243642994197519
42,extra_trees_chi2,5,gaussian_noise_1pct,0.7357146990663342,0.12232761739510079,0.14256594931072825
42,extra_trees_chi2,5,feature_mask_5pct,0.8458641944628414,0.012178121998593583,0.014192915390019616
42,extra_trees_chi2,6,gaussian_noise_1pct,0.7544209527974464,0.10362136366398866,0.12076486401197901
42,extra_trees_chi2,6,feature_mask_5pct,0.8438451061872885,0.014197210274146554,0.01654604907214346
42,extra_trees_chi2,7,gaussian_noise_1pct,0.7353904268770663,0.12265188958436868,0.14294387028624048
42,extra_trees_chi2,7,feature_mask_5pct,0.8530108611362281,0.0050314553252068794,0.0058638778399142276
42,extra_trees_chi2,8,gaussian_noise_1pct,0.7420654613073342,0.11597685515410083,0.13516449355596957
42,extra_trees_chi2,8,feature_mask_5pct,0.8475412279221244,0.010501088539310643,0.012238427333767307
42,extra_trees_chi2,9,gaussian_noise_1pct,0.7273124712978885,0.13072984516354658,0.15235827261139778
42,extra_trees_chi2,9,feature_mask_5pct,0.8429297841992431,0.015112532262191891,0.01761280530372435
2024,rccf,0,gaussian_noise_1pct,0.5052376126274554,0.386095311754758,0.43316621791163196
