model,accuracy,balanced_accuracy,macro_f1,train_seconds,predict_seconds,test_samples,ece,mce
equal_rf_chi2,0.7497338537970192,0.5069283275168751,0.5373663473079155,1.500889199996891,0.04016289999708533,22544,0.15805319871120077,0.5002349990774531
extra_trees_chi2,0.7492902767920511,0.6182970307073757,0.6044461637908547,1.4515425999998115,0.04027019999921322,22544,0.12664990867781495,0.5198221932280283
drc_forest_chi2,0.7499112845990064,0.5071704066606075,0.5381212729743774,6.361034800000198,0.4008610000018962,22544,0.15952575647719983,0.4969474075782291
