model,seed,feature_mode,feature_count,selected_config,validation_macro_f1,elapsed_seconds,accuracy,balanced_accuracy,macro_f1,log_loss,brier_macro,ece,test_samples
random_forest_all,3407,all,78,0,0.9400509510584361,0.5375940999947488,0.9564356435643564,0.9564356435643564,0.9565254052877815,0.13462805088064572,0.013880526686006875,0.02593229401472198,505
random_forest_chi2,3407,chi2,60,1,0.9422338291229536,0.9915718999982346,0.9584158415841584,0.9584158415841584,0.9585207729615967,0.12925563393310602,0.013406789786558848,0.02264021194384858,505
extra_trees_chi2,3407,chi2,60,1,0.9180293092334135,0.6076491000130773,0.9524752475247524,0.9524752475247524,0.9523881928236488,0.15319851420111022,0.015457427482527663,0.043194087749942045,505
xgboost_chi2,3407,chi2,60,0,0.9521581337400298,1.0501575999951456,0.9643564356435643,0.9643564356435643,0.9645549331040968,0.10151098373427754,0.011281800432005882,0.007883444444323264,505
