,precision,recall,f1-score,support
Bot,1.0,1.0,1.0,101.0
Brute Force,0.9479166666666666,0.900990099009901,0.9238578680203046,101.0
DoS/DDoS,0.9801980198019802,0.9801980198019802,0.9801980198019802,101.0
Normal,0.9702970297029703,0.9702970297029703,0.9702970297029703,101.0
Web Attack,0.8962264150943396,0.9405940594059405,0.9178743961352657,101.0
accuracy,0.9584158415841584,0.9584158415841584,0.9584158415841584,0.9584158415841584
macro avg,0.9589276262531913,0.9584158415841584,0.9584454627321041,505.0
weighted avg,0.9589276262531913,0.9584158415841584,0.9584454627321042,505.0
