weight_metric,accuracy,accuracy,macro_precision,macro_precision,macro_recall,macro_recall,macro_f1,macro_f1
,mean,std,mean,std,mean,std,mean,std
accuracy,0.9564356435643564,0.001980198019801982,0.956823762801144,0.0020316656076343554,0.9564356435643564,0.001980198019801982,0.9564571299680358,0.001967724222746702
balanced_accuracy,0.9564356435643564,0.001980198019801982,0.956823762801144,0.0020316656076343554,0.9564356435643564,0.001980198019801982,0.9564571299680358,0.001967724222746702
macro_f1,0.9564356435643564,0.001980198019801982,0.956823762801144,0.0020316656076343554,0.9564356435643564,0.001980198019801982,0.9564571299680358,0.001967724222746702
