accuracy,balanced_accuracy,macro_f1,log_loss,brier_macro,ece,protocol,seed,train_rows,test_rows,removed_train_rows,removed_test_rows,feature_count,n_estimators,min_samples_leaf,train_seconds,predict_seconds
0.8590098625078949,0.5786459289872131,0.541583179991353,0.42397398813931475,0.018163831794993274,0.05515893884297669,official_split,42,175341,82332,0,0,60,100,2,4.976847300014924,0.5860516999964602
0.8596900354661614,0.5793923506817372,0.5328791252145911,0.42337963701563075,0.018121883989023094,0.05367074938815695,official_split,2024,175341,82332,0,0,60,100,2,4.405761600006372,0.5429179000202566
0.8600179759996114,0.577103658103258,0.5384529426920713,0.4284049651610003,0.01810165335737272,0.05587004168114982,official_split,3407,175341,82332,0,0,60,100,2,4.066407900012564,0.5198134000529535
0.9019392608854738,0.6106406351266827,0.5720625557469027,0.3109607304355675,0.013341312680156064,0.048829684443139273,remove_test_overlap,42,175341,73791,0,8541,60,100,2,4.233835600025486,0.4845379999605939
0.9026981610223469,0.610551606198876,0.5644734085040595,0.3094378476698849,0.013271439803480964,0.04946551350254187,remove_test_overlap,2024,175341,73791,0,8541,60,100,2,4.1180945000378415,0.4873513000202365
0.9029285414210405,0.609645082533033,0.5701825431824641,0.3169262313601935,0.013278181525432042,0.05313173752139345,remove_test_overlap,3407,175341,73791,0,8541,60,100,2,4.020174500008579,0.48315309995086864
0.9006653927985798,0.5902106427109499,0.5445227000183388,0.30224205872011495,0.01316502305365129,0.0470975816762411,remove_both_overlap,42,165062,73791,10279,8541,60,100,2,3.768886299978476,0.45421240001451224
0.9014649482999282,0.6038604368737104,0.5549608290121301,0.312211739829001,0.013212985929928062,0.048690647189879525,remove_both_overlap,2024,165062,73791,10279,8541,60,100,2,3.598934899957385,0.4429191999952309
0.9017359840630971,0.595570876086566,0.5607510146439363,0.31088344306132915,0.013261108271398887,0.05187971058759819,remove_both_overlap,3407,165062,73791,10279,8541,60,100,2,3.580406800028868,0.4480316999834031
