,Bot,Brute Force,DoS/DDoS,Normal,Web Attack
Bot,271,0,0,21,0
Brute Force,0,1499,0,3,91
DoS/DDoS,0,0,48203,20,17
Normal,1419,1,88,312615,77
Web Attack,0,20,0,3,78
