,Bot,Brute Force,DoS/DDoS,Normal,Web Attack
Bot,277,0,0,15,0
Brute Force,0,1503,0,1,89
DoS/DDoS,0,0,48223,14,3
Normal,1213,1,118,312868,0
Web Attack,0,23,0,4,74
