,Bot,Brute Force,DoS/DDoS,Normal,Web Attack
Bot,278,0,0,14,0
Brute Force,0,1495,0,3,95
DoS/DDoS,0,0,48218,20,2
Normal,1467,1,122,312586,24
Web Attack,0,24,0,4,73
