,Bot,Brute Force,DoS/DDoS,Normal,Web Attack
Bot,222,0,0,70,0
Brute Force,0,1573,0,4,16
DoS/DDoS,0,2,48213,25,0
Normal,11,1,44,314140,4
Web Attack,0,82,1,4,14
