,Bot,Brute Force,DoS/DDoS,Normal,Web Attack
Bot,220,0,0,72,0
Brute Force,0,1585,0,4,4
DoS/DDoS,0,2,48207,30,1
Normal,10,2,44,314141,3
Web Attack,0,88,1,4,8
