,Bot,Brute Force,DoS/DDoS,Normal,Web Attack
Bot,289,0,0,3,0
Brute Force,0,1437,0,4,152
DoS/DDoS,0,0,48199,35,6
Normal,3133,44,156,310767,100
Web Attack,0,1,0,3,97
