,Bot,Brute Force,DoS/DDoS,Normal,Web Attack
Bot,279,0,0,13,0
Brute Force,0,1502,0,1,90
DoS/DDoS,0,0,48214,17,9
Normal,1706,1,83,312346,64
Web Attack,0,22,0,3,76
