,Bot,Brute Force,DoS/DDoS,Normal,Web Attack
Bot,270,0,0,22,0
Brute Force,0,1497,0,1,95
DoS/DDoS,0,0,48222,15,3
Normal,1315,1,108,312775,1
Web Attack,0,22,0,3,76
